,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
891,UgxgC_7uBzCBQ0H-wIJ4AaABAg,JKT45,2023-06-07 05:11:19+00:00,orang papua asmat kalu   salah rela motor dimodip motor lebih murah biyaya,orang papua asmat salah rela motor dimodip motor murah biyaya,netral,orang papua asmat kalau   salah rela motor dimodip motor lebih murah biyaya
892,UgyEUTL579zU7loER194AaABAg,Budi Prasetia,2023-06-07 05:11:12+00:00,  mau laris tutup semua spbu misal jakarta jalan jakarta pake kendara   bahan bakar minyak otomatis kendara laris manis,laris tutup spbu jakarta jalan jakarta pakai kendara bahan bakar minyak otomatis kendara laris manis,netral,  mau laris tutup semua spbu misal jakarta jalan jakarta pakai kendara   bahan bakar minyak otomatis kendara laris manis
893,Ugy37pvJ8qKzO-HoqBB4AaABAg,~tan.xin.jin88,2023-06-07 05:10:18+00:00,  milik pertama tiap milik gratis niscaya laris manis,milik milik gratis niscaya laris manis,positif,  milik pertama tiap milik gratis niscaya laris manis
894,Ugy8zcW6zdKpiggI9yp4AaABAg,games,2023-06-07 05:07:55+00:00,lemah mahal kurang luas sempit tak pakai mudik lebaran boro boro ngecas lama jam mending isi bensin cuma   nyampe menit bayangin   mudik waktu lebaran hari raya isi bensin   ngantrinya lama minta ampun apa hari baru jatah isi kurang tenaga bawa tumpang ful banyak barang   berat tanjak ingat indonesia banyak daerah dikelilingin bukit bukit gunung gunung   tinggi resiko celaka lebih keri batre lithium rusak parah bakar bensin bensin   cela waktu tumpang bakar cari tolong cari air     bakar api kimia lithium trus tambah kaku setrum tempat gosong   nyebur air sungai danau dl lebih selamat bbm ketimbang mahal mahal   pas dimurahin speknya rang apa kabar wuling ni orang kaya milik usaha mikirin apa sih   mau cepat laku spek tinggi jual murah ini akibat pikir butuh konsumen buzernya bilang    orang  miskin   mampu beli mending diam   rakyat   ngarep mahal laku keras   paksa nafsulu masuk mulut  orang  mulut lebih fungsi ketimbang telinga akibat dengar butuh masyarakat jelas   laku mending jual barang bekas   bukan nengebantu hidup malah nyusahin hidup boro boro  orang  kaya beli dara lebih milih super kar suara kenalpotnya geber geber kendara nyetrum  orang  pasang speaker gede dengar knalpot iya   peduli perintah alih kendara tawar program kredit kendara ramah dompet awal rb jt kredit bulan jadi rb bulan rasa perlu perintah usaha mahal mahal sewa aktor pasang iklan bakal ludes laku semua itu perintah peduli lingkung bukan cari untung banyak cari untung tipis tipis   peduli lingkung moga dibales,lemah mahal luas sempit pakai mudik lebaran boro boro ngecas jam mending isi bensin menit bayang mudik lebaran raya isi bensin ngantrinya ampun jatah isi tenaga bawa tumpang ful barang berat tanjak indonesia daerah dikelilingin bukit bukit gunung gunung risiko celaka keri baterai lithium rusak parah bakar bensin bensin cela tumpang bakar cari tolong cari air bakar api kimia lithium kaku setrum gosong cebur air sungai danau selamat bahan bakar minyak ketimbang mahal mahal pas dimurahin speknya rang kabar wuling orang milik usaha pikir cepat laku spesifikasi jual murah akibat pikir butuh konsumen buzernya bilang orang miskin beli mending diam rakyat harap mahal laku keras paksa nafsulu masuk mulut orang mulut fungsi ketimbang telinga akibat dengar butuh masyarakat laku mending jual barang bekas nengebantu hidup susah hidup boro boro orang beli dara pilih super kar suara kenalpotnya geber geber kendara nyetrum orang pasang speaker gede dengar knalpot peduli perintah alih kendara tawar program kredit kendara ramah dompet ribu juta kredit ribu perintah usaha mahal mahal sewa aktor pasang iklan ludes laku perintah peduli lingkung cari untung cari untung tipis tipis peduli lingkung moga balas,negatif,lemah mahal kurang luas sempit tak pakai mudik lebaran boro boro ngecas lama jam mending isi bensin cuma   sampai menit bayangkan   mudik waktu lebaran hari raya isi bensin   ngantrinya lama meminta ampun apa hari baru jatah isi kurang tenaga bawa tumpang ful banyak barang   berat tanjak ingat indonesia banyak daerah dikelilingin bukit bukit gunung gunung   tinggi risiko celaka lebih keri baterai lithium rusak parah bakar bensin bensin   cela waktu tumpang bakar cari tolong cari air     bakar api kimia lithium terus tambah kaku setrum tempat gosong   mencebur air sungai danau dulu lebih selamat bahan bakar minyak ketimbang mahal mahal   pas dimurahin speknya rang apa kabar wuling nih orang kayak milik usaha memikirkan apa sih   mau cepat laku spesifikasi tinggi jual murah ini akibat pikir butuh konsumen buzernya bilang    orang  miskin   mampu beli mending diam   rakyat   mengharap mahal laku keras   paksa nafsulu masuk mulut  orang  mulut lebih fungsi ketimbang telinga akibat dengar butuh masyarakat jelas   laku mending jual barang bekas   bukan nengebantu hidup malah menyusahkan hidup boro boro  orang  kayak beli dara lebih memilih super kar suara kenalpotnya geber geber kendara nyetrum  orang  pasang speaker gede dengar knalpot iya   peduli perintah alih kendara tawar program kredit kendara ramah dompet awal ribu juta kredit bulan jadi ribu bulan rasa perlu perintah usaha mahal mahal sewa aktor pasang iklan bakal ludes laku semua itu perintah peduli lingkung bukan cari untung banyak cari untung tipis tipis   peduli lingkung semoga dibalas
895,UgwGdL5cZEiuxFPC7tx4AaABAg,ZiluxGT7,2023-06-07 05:07:24+00:00,bentuk krna   baru kalem   insyallah,bentuk kalem insyaallah,positif,bentuk karena   baru kalem   insyaallah
896,Ugzl6FCxI31ZlmfgZHd4AaABAg,South Java,2023-06-07 05:06:05+00:00,harga batre sangat mahal ng sistim tukar batre khawatir habis jalan bengkel blm rata,harga baterai mahal ng sistim tukar baterai khawatir habis jalan bengkel,negatif,harga baterai sangat mahal ng sistim tukar baterai khawatir habis jalan bengkel belum rata
897,UgxdE_pCOZRwQP7CeqR4AaABAg,Village Palace,2023-06-07 05:05:39+00:00,indonesia mau   bagus murah fitur banyak coba bikin jt an bawah laku keras,indonesia bagus murah fitur coba bikin juta an laku keras,positif,indonesia mau   bagus murah fitur banyak coba bikin juta an bawah laku keras
898,Ugzb3htB3FKL1dsx51B4AaABAg,Kakak Adek,2023-06-07 05:02:35+00:00,ingin masyarakat to bbm sembako murah bukan kendara banyak kyk mn   macet total,masyarakat to bahan bakar minyak sembako murah kendara macet total,negatif,ingin masyarakat to bahan bakar minyak sembako murah bukan kendara banyak kayak mana   macet total
899,Ugywp4V1FG9EFRJfifd4AaABAg,Novan Bagus Haryanto,2023-06-07 05:02:31+00:00,wajar inovasi ubah fase paling susah terima ubah tsb iring waktu terima   sendiri iring kembang sarana prasarana policy,wajar inovasi ubah fase susah terima ubah iring terima iring kembang sarana prasarana policy,positif,wajar inovasi ubah fase paling susah terima ubah tersebut iring waktu terima   sendiri iring kembang sarana prasarana policy
900,Ugys881q1kW0eK3QiRl4AaABAg,putra kalimantan1922,2023-06-07 05:02:12+00:00,coba   kendara umum dulu digati kendaran lisrik bus dl,coba kendara digati kendaran lisrik bus,positif,coba   kendara umum dulu digati kendaran lisrik bus dulu
901,UgyD69xuMBgjkUcE4qR4AaABAg,Wahyu Nurfaizi,2023-06-07 05:01:34+00:00,andai carger pake powerbank mungkin minat,andai carger pakai powerbank minat,positif,andai carger pakai powerbank mungkin minat
902,UgxQTPTm891HS-aJqDR4AaABAg,James Dhe,2023-06-07 05:00:58+00:00,benerin jalan dlu baru transportasi jalan ancur ancur,benar jalan transportasi jalan hancur hancur,netral,benarkan jalan dulu baru transportasi jalan hancur hancur
903,UgzXNYpcibBtDHOS24R4AaABAg,Jaka Rio Permadi,2023-06-07 05:00:45+00:00,jelek mahal siapa   mau,jelek mahal,negatif,jelek mahal siapa   mau
904,UgwK_q-UVCbW2Q6ejgd4AaABAg,Patrick,2023-06-07 05:00:25+00:00,kendara bentuk design aneh   cocok buat selera indonesia,kendara bentuk design aneh cocok selera indonesia,positif,kendara bentuk design aneh   cocok buat selera indonesia
905,Ugz-1Fsv2--iK_tMAOR4AaABAg,Septiana Maha Dewi,2023-06-07 04:57:27+00:00,cocok daerah gunung penuh hutan takut mogok kuat nanjak,cocok daerah gunung penuh hutan takut mogok kuat nanjak,negatif,cocok daerah gunung penuh hutan takut mogok kuat nanjak
906,Ugxod0ekBT2Pu-_h9bV4AaABAg,ill missstr,2023-06-07 04:57:10+00:00,tak mampu beli,beli,negatif,tak mampu beli
907,UgwpO5epMvUsPzACH6t4AaABAg,Mohamad Bagus,2023-06-07 04:56:10+00:00,paksa kendara perut rakyat banyak   lapar harus perut dulu penuh baru kendara pikir sederhana roket,paksa kendara perut rakyat lapar perut penuh kendara pikir sederhana roket,negatif,paksa kendara perut rakyat banyak   lapar harus perut dulu penuh baru kendara pikir sederhana roket
908,UgwdZqu2yzfRuYJ5tUh4AaABAg,Johandi Suryadi,2023-06-07 04:54:50+00:00,kurang laku negara kembang negara maju banyak minat,laku negara kembang negara maju minat,positif,kurang laku negara kembang negara maju banyak minat
909,UgyB3W7MBrlnHS5TWLZ4AaABAg,camp david,2023-06-07 04:53:51+00:00,biaya mahal blm biaya pasang ev charging rumah   mahal station isi daya jg blm banyak lebih baik perintah utama   kendara angkut umum dulu banyak angkut umum lebih utama,biaya mahal biaya pasang ev charging rumah mahal station isi daya perintah utama kendara angkut angkut utama,positif,biaya mahal belum biaya pasang ev charging rumah   mahal station isi daya juga belum banyak lebih baik perintah utama   kendara angkut umum dulu banyak angkut umum lebih utama
910,UgwG3WzoB5GKjsswYWl4AaABAg,GRAGAS,2023-06-07 04:52:49+00:00,segera hapus pelan jumlah spbu bbm,hapus pelan spbu bahan bakar minyak,negatif,segera hapus pelan jumlah spbu bahan bakar minyak
911,Ugw1nE-H0S10h5kqyQF4AaABAg,Gabriel F. G,2023-06-07 04:51:35+00:00,mahal   model   bagus hargany jt atas   model biasa itu jt keats jg,mahal model bagus hargany juta model juta keats,negatif,mahal   model   bagus hargany juta atas   model biasa itu juta keats juga
912,UgweZR0aKu6nV9sd4b14AaABAg,Hobi Warga channel,2023-06-07 04:50:53+00:00,cuma punya sepeda tahun,sepeda,netral,cuma punya sepeda tahun
913,UgxQhRbkvQuhplL377d4AaABAg,Xerad Zebua,2023-06-07 04:49:35+00:00,  cepat isi tempat isi bnyak bnyak   mau,cepat isi isi,negatif,  cepat isi tempat isi banyak banyak   mau
914,Ugx1o1gWLyBiRmZnsDl4AaABAg,dowoh,2023-06-07 04:48:32+00:00,awas dibodohin perintah nnti lisyrik naik najis subsidi perintah gabakal guna gabakal manfaat depan buat untung sendiri,awas bodoh perintah lisyrik najis subsidi perintah manfaat untung,negatif,awas dibodohi perintah nanti lisyrik naik najis subsidi perintah tidak akan guna tidak akan manfaat depan buat untung sendiri
915,UgwGtr3Cxre6-dST3vZ4AaABAg,ridwan muhamad saleh,2023-06-07 04:47:39+00:00,  ngotak  orang  ekonomi   merosot bukan mkir cara naik ekonomi,ngotak orang ekonomi merosot pikir ekonomi,negatif,  ngotak  orang  ekonomi   merosot bukan memikir cara naik ekonomi
916,UgxG5HdqEsk5IDH4srx4AaABAg,THE INFINITY çóré,2023-06-07 04:46:57+00:00,hadir saing pln,hadir saing usaha listrik negara,negatif,hadir saing perusahaan listrik negara
917,Ugw2GKdXH9wAhseEGJV4AaABAg,Muhammad Fauzi,2023-06-07 04:43:16+00:00,pribadi ras kurang pas pemerinth peduli lingkung ekonomi layan kebutuhn hari hari mending pemerinth negara fokus transportasi umum bis kereta api disubidi baik royal langit biru capai   urusn pribadi subsidi giat politik bisnis usaha besar dampak baik masyarakat malah tambah populasi kendara jalan raya jangan giur iming iming subsidi padahal cekik rakyat subsidi sendiri tidang untung rakyat ekonomi negara   feed back kepda bangsa negara duit apbn buat usaha,pribadi ras pas perintah peduli lingkung ekonomi layan kebutuhn mending perintah negara fokus transportasi bis kereta api disubidi royal langit biru capai urus pribadi subsidi giat politik bisnis usaha dampak masyarakat populasi kendara jalan raya giur iming iming subsidi cekik rakyat subsidi tidang untung rakyat ekonomi negara feed back bangsa negara duit anggar dapat belanja negara usaha,netral,pribadi ras kurang pas pemerintah peduli lingkung ekonomi layan kebutuhn hari hari mending pemerintah negara fokus transportasi umum bis kereta api disubidi baik royal langit biru capai   urusan pribadi subsidi giat politik bisnis usaha besar dampak baik masyarakat malah tambah populasi kendara jalan raya jangan giur iming iming subsidi padahal cekik rakyat subsidi sendiri tidang untung rakyat ekonomi negara   feed back kepada bangsa negara duit anggaran pendapatan dan belanja negara buat usaha
918,Ugx2pumpwOv_v6o0F4F4AaABAg,gunawan widjaja,2023-06-07 04:39:26+00:00,negara maju mati contoh china eropa,negara maju mati contoh cina eropa,negatif,negara maju mati contoh cina eropa
919,Ugx3TK0M64O_HPUZkPl4AaABAg,Beny Simanjutak,2023-06-07 04:39:24+00:00,  masukke indonesia sesuai   selera imdonesia mpv suv cros   kutu ev sedan ev harga atas m,masukke indonesia sesuai selera imdonesia mpv suv cros kutu ev sedan ev harga,positif,  masukke indonesia sesuai   selera imdonesia mpv suv cros   kutu ev sedan ev harga atas sama
920,UgwjkCTeNmrpljrf7kN4AaABAg,Mayonaise Ikan Haruan,2023-06-07 04:39:05+00:00,perintah nyuruh beli nih gila   betul tepat justru sepeda motor harga murah banget daerah   banyak bocah dibeliin ortunya bukan soal   banyak   beli     mau beli entah bensin dua mahal masyarakat kecil beli kok beli sepeda motor     gila mahal cuy bodo subsidi percuma   juta,perintah suruh beli gila sepeda motor harga murah daerah bocah beli orang tua beli beli bensin mahal masyarakat beli beli sepeda motor gila mahal coy bodoh subsidi juta,negatif,perintah menyuruh beli nih gila   betul tepat justru sepeda motor harga murah banget daerah   banyak bocah dibelikan orang tuanya bukan soal   banyak   beli     mau beli entah bensin dua mahal masyarakat kecil beli kok beli sepeda motor     gila mahal coy bodoh subsidi percuma   juta
921,UgwEzDChGBvO-W81Cjt4AaABAg,Sima Lakama,2023-06-07 04:38:09+00:00,pikir orang negara kembang,pikir orang negara kembang,positif,pikir orang negara kembang
922,Ugz9vxWigDCQDlwTl8Z4AaABAg,cahaya fajar,2023-06-07 04:37:57+00:00,kira rakyat goblok,rakyat goblok,negatif,kira rakyat goblok
923,UgzBTG_rgRBdH_REcdJ4AaABAg,MOBA MOBA,2023-06-07 04:36:09+00:00, baru sadar ente elit bilang perintah boneka megawati,sadar elite bilang perintah boneka megawati,positif, baru sadar kamu elite bilang perintah boneka megawati
924,Ugyd4fdMRGs5D1c7zF14AaABAg,HMA hobi motor tua,2023-06-07 04:35:44+00:00,sayang uang habis buat subsidi kendara alangkah baik subsidi alih didik umkm sehat,sayang uang habis subsidi kendara alangkah subsidi alih didik usaha mikro tengah sehat,positif,sayang uang habis buat subsidi kendara alangkah baik subsidi alih didik usaha mikro kecil dan menengah sehat
925,UgwOwEzqfzA6LOBN_XF4AaABAg,Istri Karyawan,2023-06-07 04:34:19+00:00,ngapain beli tempat charge   bengkel   tau jarak pim bensin   jauh rebut sama pengetab mau pakai,beli charge bengkel tau jarak pim bensin rebut pengetab pakai,negatif,apa beli tempat charge   bengkel   tau jarak pim bensin   jauh rebut sama pengetab mau pakai
926,Ugzpb3-7wySqEKjHbQV4AaABAg,Hengky,2023-06-07 04:32:50+00:00,banyak daerah sering padam gimana mau alih kendara,daerah padam alih kendara,positif,banyak daerah sering padam bagaimana mau alih kendara
927,Ugy9l9gYhAcpYEuh8wp4AaABAg,Suhar Daily,2023-06-07 04:32:15+00:00,bikin mikir beli ribet ngecasnya walopun ngecas rumah pantau terus daya betrenya   lupa amsyonglah   dipake charging station blum sedia seluruh kalo   banyak charging station isi minimal jam maki kota tambah lambat ngecasnya   cuaca panas kaya indo no harga cas berita   stabil itungannya   kaya bensin harga fantastis kesan   worth sama versi bensin bengkel pihak tiga banyak nanganin tinggal apartemen mikir x buat beli balik nomor ,bikin pikir beli ribet ngecasnya ngecas rumah pantau daya betrenya lupa amsyonglah pakai charging station sedia charging station isi minimal jam maki kota lambat ngecasnya cuaca panas indonesia no harga cas berita stabil itungannya bensin harga fantastis kesan worth versi bensin bengkel tangan tinggal apartemen pikir x beli nomor,negatif,bikin pikir beli ribet ngecasnya walaupun ngecas rumah pantau terus daya betrenya   lupa amsyonglah   dipakai charging station belum sedia seluruh kalau   banyak charging station isi minimal jam maki kota tambah lambat ngecasnya   cuaca panas kayak indonesia no harga cas berita   stabil itungannya   kayak bensin harga fantastis kesan   worth sama versi bensin bengkel pihak tiga banyak menangani tinggal apartemen pikir x buat beli balik nomor 
928,UgxR5BOzAoIsWK3TgSZ4AaABAg,Maw Gembunk,2023-06-07 04:29:35+00:00,  usah sibuk masyarakat beli jabat perintah dulu pakai jabat malah sibuk beli bmw marcedees lamborgini unicorn cuak,sibuk masyarakat beli jabat perintah pakai jabat sibuk beli bmw marcedees lamborgini unicorn cuak,negatif,  usah sibuk masyarakat beli jabat perintah dulu pakai jabat malah sibuk beli bmw marcedees lamborgini unicorn cuak
929,UgwFM-tKbZOE-zetnlV4AaABAg,Daryl Aufaa,2023-06-07 04:27:48+00:00,dekarbonisasi eeh malah bangun pltu,dekarbonisasi eh bangun pltu,netral,dekarbonisasi eh malah bangun pltu
930,Ugy-lnyVjzKEEPtbfFl4AaABAg,semangatbekerja888,2023-06-07 04:26:49+00:00,contoh luar negeri harga jt negara harga naik x lipat banyak koruptor negara,contoh negeri harga juta negara harga x lipat koruptor negara,positif,contoh luar negeri harga juta negara harga naik x lipat banyak koruptor negara
931,UgziScSGfkc-HSn3_ZJ4AaABAg,Sak Karepku,2023-06-07 04:26:11+00:00,lebih baik tani subsidi,tani subsidi,positif,lebih baik tani subsidi
932,UgwZ1e0Rn8O2wuxZoLh4AaABAg,Twywywy Whwuwuuw,2023-06-07 04:23:55+00:00,coba jabat dluan mmberi contoh mungkin  lebih  mudah sosialisasi depan dorong masyarakat tpi jabat   sma     boong,coba jabat contoh mudah sosialisasi dorong masyarakat jabat bohong,negatif,coba jabat lebih dahulu memberi contoh mungkin  lebih  mudah sosialisasi depan dorong masyarakat tetapi jabat   sama     bohong
